127.0.0.1 - - [02/Mar/2020:09:49:18 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:49:45 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:04 +0530] "POST /Programming_World/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:04 +0530] "GET /Programming_World/home.jsp HTTP/1.1" 200 5408
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:18 +0530] "GET /Programming_World/tutorials.jsp HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:24 +0530] "GET /Programming_World/home1.jsp HTTP/1.1" 200 4417
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:27 +0530] "GET /Programming_World/tutorials.jsp HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:39 +0530] "GET /Programming_World/notes.jsp HTTP/1.1" 200 4707
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:50:54 +0530] "GET /Programming_World/home1.jsp HTTP/1.1" 200 4417
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:51:00 +0530] "GET /Programming_World/c%20samples/hello.c HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:51:06 +0530] "GET /Programming_World/helloworld.jsp HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:51:55 +0530] "GET /Programming_World/javatest.html HTTP/1.1" 200 10576
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:56:35 +0530] "POST /Programming_World/javatest.jsp HTTP/1.1" 200 483
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:56:41 +0530] "GET /Programming_World/home1.jsp HTTP/1.1" 200 4417
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:56:53 +0530] "GET /Programming_World/home1.jsp HTTP/1.1" 200 4417
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:12 +0530] "GET /Programming_World/forgotpassword.html HTTP/1.1" 200 6820
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:12 +0530] "GET /Programming_World/css/style.css HTTP/1.1" 404 1113
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:12 +0530] "GET /Programming_World/changepassword.png HTTP/1.1" 200 12152
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:29 +0530] "GET /Programming_World/forgotpassword.jsp?email=s%40gmail.com&newpass=1234&conpass=1234 HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:42 +0530] "POST /Programming_World/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:42 +0530] "GET /Programming_World/errorlogin.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:57:42 +0530] "GET /Programming_World/404-1.png HTTP/1.1" 200 18326
0:0:0:0:0:0:0:1 - - [02/Mar/2020:09:59:26 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:00:49 +0530] "POST /Programming_World/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:00:49 +0530] "GET /Programming_World/errorlogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:00:59 +0530] "POST /Programming_World/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:00:59 +0530] "GET /Programming_World/home.jsp HTTP/1.1" 200 5408
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:01:21 +0530] "GET /Programming_World/tutorials.jsp HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:01:24 +0530] "GET /Programming_World/ctut.jsp HTTP/1.1" 200 2264
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:01:32 +0530] "GET /Programming_World/htmltut.jsp HTTP/1.1" 200 2099
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:01:32 +0530] "GET /Programming_World/htmltut.jsp HTTP/1.1" 200 2099
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:01:32 +0530] "GET /Programming_World/htmltut.jsp HTTP/1.1" 200 2099
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:02:13 +0530] "GET /Programming_World/home1.jsp HTTP/1.1" 200 4417
0:0:0:0:0:0:0:1 - - [02/Mar/2020:10:02:16 +0530] "GET /Programming_World/notes.jsp HTTP/1.1" 200 4707
